#,Year,Sport,Name of Athlete,Event,Country Represented,What She Would Have Won,Links
541,2021,Track and Field,Trisha Fields,"Kenai River Marathon, Kenai, AK, 26 September",USA,Third Place,[1]
542,2021,Track and Field,Elisabetta Stefanini,FIDAL Italian Master Indoor championships,Italy,200 meter Record,[1]
543,2021,Weightlifting,Roviel Detenamo,Olympic Qualifying Trials in Women's Heavyweight Female Weightlifting,Nauru,"Would have competed in the Tokyo Olympic Games, 2021",[1]
544,2020,Powerlifting,Crystal Smith,"UBC New Year's Powerlifting Championships, Women Classic 185+ Open, Vancouver, British Columbia, Canada, 18 January",USA,First Place,
545,2020,Rowing,Cecile Barias,"World Indoor Rowing Championships, W 60+ 500 m, Paris, France, 7-8 Feb",France,Second Place,
546,2020,Rowing,Monique Laude,"World Indoor Rowing Championships, W 60+ 500 m, Paris, France, 7-8 Feb",France,Third Place,
547,2020,Rowing,Marylou Rance,"World Indoor Rowing Championships, W 65 2000 m, Paris, France, 7-8 Feb",France,Second Place,
548,2020,Rowing,Chantal Gantch,"World Indoor Rowing Championships, W 65 2000 m, Paris, France, 7-8 Feb",France,Third Place,
549,2020,Track and Field,Mikayla Malaspina,"Big Sky Indoor Track and Field Championships, Mile",USA,"First Place, and would have been the NCAA division I Collegiate Conference Champion",
550,2020,Track and Field,Patricia Carlson,"Montana State University Dual Meet Invitational, Mile",USA,First Place,
551,2020,Track and Field,Antonella Inga,"FISPES Italian Paralympics, Women's 100 meters T12, Italy, 11 September",Italy,First Place,[1]
552,2020,Track and Field,Anna Maria Mencoboni,"FISPES Italian Paralympics, Women's 100 meters T12, Italy 11 September",Italy,Second Place,[1]
553,2020,Track and Field,Chiara Verzolla,"FISPES Italian Paralympics, Women's 100 meters T12, Italy, 11 September",Italy,Third Place,[1]
554,2020,Track and Field,Anna Maria Mencoboni,"Campionati italiani paralimpici FISPES outdoor, Women's 200 meters (T12), Jesolo, Italy, 11 September",Italy,First Place,[1]
555,2020,Track and Field,Sara Cocciu,"Campionati italiani paralimpici FISPES outdoor, Women's 200 meters (T12), Jesolo, Italy, 11 September",Italy,First Place,[1]
556,2020,Track and Field,Sara Cocciu,"Campionati italiani paralimpici FISPES outdoor, Women's 400 meters (T12), Jesolo, Italy, 11 September",Italy,First Place,[1]
557,2020,Track and Field,Cristina Sanulli,"Campionati italiani master FIDAL outdoor, Women's F45 200 meters, Arezzo, Italy, 9 October",Italy,First Place,[1]
558,2020,Track and Field,Denise Caroline Neumann,"Campionati italiani master FIDAL outdoor, Women's F45 200 meters, Arezzo, Italy, 9 October",Italy,Second Place,[1]
559,2020,Track and Field,Marta Manfrin,"Campionati italiani master FIDAL outdoor, Women's F45 200 meters, Arezzo, Italy, 9 October",Italy,Third Place,[1]
560,2020,Track and Field,Jade Ribinson,"Women's Varsity 55 Meter Dash, Elm City Couches Invite, Floyd Little Athletic Center, New Haven, CT, 4 Jan",USA,First Place,[1]
561,2020,Track and Field,Selina Soule,"Women's Varsity 55 Meter Dash, Elm City Couches Invite, Floyd Little Athletic Center, New Haven, CT, 4 Jan",USA,Second Place,[1]
562,2020,Track and Field,Ciara Johnson,"Women's Varsity 55 Meter Dash, Elm City Couches Invite, Floyd Little Athletic Center, New Haven, CT, 4 Jan",USA,Third Place,[1]
563,2020,Track and Field,Leila Gary,"Women's Varsity 55 Meter Dash, Rhody Classic, Univerity of Rhode Island, Kingston, RI, 11 Jan",USA,First Place,[1]
564,2020,Track and Field,Danielle Phillip,"Women's Varsity 55 Meter Dash, Rhody Classic, Univerity of Rhode Island, Kingston, RI, 11 Jan",USA,Second Place,[1]
565,2020,Track and Field,Madison Alves,"Women's Varsity 55 Meter Dash, Rhody Classic, Univerity of Rhode Island, Kingston, RI, 11 Jan",USA,Third Place,[1]
566,2020,Track and Field,Howa Grear,"Women's Scholastic 55 meter Dash, East Coast Invitational, Providence Career and Technical Academy, Providence, RI, 18 Jan",USA,First Place,[1]
567,2020,Track and Field,Jackie Comeau,"Women's Scholastic 55 meter Dash, East Coast Invitational, Providence Career and Technical Academy, Providence, RI, 18 Jan",USA,Second Place,[1]
568,2020,Track and Field,Jahaida Gabriel,"Women's Scholastic 55 meter Dash, East Coast Invitational, Providence Career and Technical Academy, Providence, RI, 18 Jan",USA,Third Place,[1]
569,2020,Track and Field,Khaia Moye,"Women's Standard 55 Meter Dash, CCC Indoor T&F Championship, Floyd Little Athletic Center, New Haven, CT, 1 Feb",USA,First Place,[1]
570,2020,Track and Field,Jade Ribinson,"Women's Standard 55 Meter Dash, CCC Indoor T&F Championship, Floyd Little Athletic Center, New Haven, CT, 1 Feb",USA,Second Place,[1]
571,2020,Track and Field,Selina Soule,"Women's Standard 55 Meter Dash, CCC Indoor T&F Championship, Floyd Little Athletic Center, New Haven, CT, 1 Feb",USA,Third Place,[1]
572,2020,Track and Field,Khaia Moye,"Women's Varsity 55 Meter Dash, Capital Prep Last Chance Meet (Hartford Public Schools), Floyd Little Athletic Center, New Haven, CT, 10 Feb",USA,First Place,[1]
573,2020,Track and Field,Ciara Johnson,"Women's Varsity 55 Meter Dash, Capital Prep Last Chance Meet (Hartford Public Schools), Floyd Little Athletic Center, New Haven, CT, 10 Feb",USA,Second Place,[1]
574,2020,Track and Field,Mina Millington,"Women's Varsity 55 Meter Dash, Capital Prep Last Chance Meet (Hartford Public Schools), Floyd Little Athletic Center, New Haven, CT, 10 Feb",USA,Third Place,[1]
575,2020,Track and Field,Kedarjah Lewis,"Women's Varsity 55 Meter Dash, CIAC Combined Class S Championships, Floyd Little Athletic Center, New Haven, CT, 14 Feb",USA,Second Place,[1]
576,2020,Track and Field,Jahmiha Lindo,"Women's Varsity 55 Meter Dash, CIAC Combined Class S Championships, Floyd Little Athletic Center, New Haven, CT, 14 Feb",USA,Third Place,[1]
577,2020,Track and Field,Howa Grear,"Womens Scholastic 55 Meter Dash, East Coast Invitational, Providence Career and Technical Academy, Providence, RI, 17 Jan",USA,First Place,[1]
578,2020,Track and Field,Jackie Comeau,"Womens Scholastic 55 Meter Dash, East Coast Invitational, Providence Career and Technical Academy, Providence, RI, 17 Jan",USA,Second Place,[1]
579,2020,Track and Field,Jahaida Gabriel,"Womens Scholastic 55 Meter Dash, East Coast Invitational, Providence Career and Technical Academy, Providence, RI, 17 Jan",USA,Third Place,[1]
580,2020,Track and Field,Cleondra White,"Womens Varsity 60 Meter Dash, Hillhouse Track Classic, Floyd Little Athletic Center, New Haven, CT, 25 Jan",USA,Third Place,[1]
581,2020,Track and Field,Stephanie Simon,"Womens Scholastic 200 Meters, East Coast Invitational, Providence Career and Technical Academy, Providence, RI, 17-18 Jan",USA,First Place,[1]
582,2020,Track and Field,Howa Grear,"Womens Scholastic 200 Meters, East Coast Invitational, Providence Career and Technical Academy, Providence, RI, 17-18 Jan",USA,Second Place,[1]
583,2020,Track and Field,Day Ruffo,"Womens Scholastic 200 Meters, East Coast Invitational, Providence Career and Technical Academy, Providence, RI, 17-18 Jan",USA,Third Place,[1]
584,2020,Track and Field,Anna-Sasha Jones,"Womens Varsity 300 Meters, Capital PrepLast Chance Meet (Hartford Public Schools), Floyd Little Athletic Center, New Haven, CT, 10 Feb",USA,Third Place,[1]
585,2019,Cross Country,Beatrix Frissell,"University of Montana Cross Country Invitational, Women's 5K Invitational",USA,First Place,
586,2019,Cycling,Sofía Arreola Navarro,"Southern Colorado Velo Crits presented Tierra Plan, 14 May",USA,First Place,
587,2019,Cycling,Emily Jordan,"Ridge at 38 Criterium, Colorado Senior Crit Championships, 9 June",USA,Colorado State Criterium Champion SWP-12,
588,2019,Cycling,Stephanie Smith,"USA Cycling Masters Road Nationals, TT, 8 Aug, Women 35-39",USA,Masters Women 35-39 US Time Trial Champion,
589,2019,Cycling,Annie Poland,"Steamboat Springs Stage Race, TT, 31 Aug",USA,First Place,
590,2019,Cycling,Annie Poland,"Steamboat Springs Stage Race, RR, 1 Sept",USA,First Place,
591,2019,Cycling,Margot Clyne,"Steamboat Springs Stage Race, Crit, 2 Sept",USA,First Place,
592,2019,Cycling,Annie Poland,"Steamboat Springs Stage Race, GC, 2 Sept",USA,Overall General Classification Winner,
593,2019,Cycling,Allison Zmuda,"Chicago Cyclocross Cup #11, Midwest Regional Cyclocross, Women Single Speed, 8 Dec",USA,First Place,
594,2019,Cycling,Corrie Osborne,"Wheeling Heritage Part CX, Women Singlespeed Cyclocross, Wheeling, IL 17 Nov",USA,First Place,
595,2019,Cycling,Meesa Maeng,"Wheeling Heritage Part CX, Women Singlespeed Cyclocross, Wheeling, IL, 17 Nov",USA,Second Place,
596,2019,Cycling,Laura Shields,"Wheeling Heritage Part CX, Women Singlespeed Cyclocross, Wheeling, IL, 17 Nov",USA,Third Place,
597,2019,Cycling,Allison Zmuda,"Groundhog PSI-Cyclocross, Women Singlespeed, Woodstock, IL, 10 Nov",USA,First Place,
598,2019,Cycling,Megan Tsupros,"Groundhog PSI-Cyclocross, Women Singlespeed, Woodstock, IL, 10 Nov",USA,Second Place,
599,2019,Cycling,Corrie Osborne,"Groundhog PSI-Cyclocross, Women Singlespeed, Woodstock, IL, 10 Nov",USA,Third Place,
600,2019,Cycling,Kristen Hosey,"Keating Law Offices Illinois State Cyclocross Championships, Women Open Singlespeed, 9 Nov",USA,First Place,
601,2019,Cycling,Megan Tsupros,"Keating Law Offices Illinois State Cyclocross Championships, Women Open Singlespeed, 9 Nov",USA,Second Place,
602,2019,Cycling,Laura Shields,"Keating Law Offices Illinois State Cyclocross Championships, Women Open Singlespeed, 9 Nov",USA,Third Place,
603,2019,Cycling,Allison Zmuda,"Campton Cross, Women Singlespeed Cyclocross, 3 Nov",USA,First Place,
604,2019,Cycling,Rosemary Colgan,"Campton Cross, Women Singlespeed Cyclocross, 3 Nov",USA,Second Place,
605,2019,Cycling,Laura Shields,"Campton Cross, Women Singlespeed Cyclocross, 3 Nov",USA,Third Place,
606,2019,Cycling,Laura Alagna,"ABD Sunrise Park Cyclocross, Women Cat 3/4, 27 Oct",USA,First Place,
607,2019,Cycling,Charlotte Erickson,"ABD Sunrise Park Cyclocross, Women Cat 3/4, 27 Oct",USA,Second Place,
608,2019,Cycling,Jennifer Groen,"ABD Sunrise Park Cyclocross, Women Cat 3/4, 27 Oct",USA,Third Place,
609,2019,Cycling,Rosemary Colgan,"ABD Sunrise Park Cyclocross, Women's Singlespeed, 27 Oct",USA,Third Place,
610,2019,Cycling,Joy Franco,"Carpentersville Wooldland School Cyclocross, Women Cat 3/4, 20 Oct",USA,First Place,
611,2019,Cycling,Allison Zmuda,"Carpentersville Woodland School Cyclocross, Women Singlespeed, 20 Oct",USA,First Place,
612,2019,Cycling,Laura Alagna,"BB/RR Pulaski Woods, CCC #3 Cyclocross, Women Cat 3/4, Bloomington, IN,13 Oct",USA,First Place,
613,2019,Cycling,Allison Zmuda,"BB/RR Pulaski Woods, CCC #3 Cyclocross, Women Cat 3/4, Bloomington, IN,13 Oct",USA,Second Place,
614,2019,Cycling,Rachel Pearson,"BB/RR Pulaski Woods, CCC #3 Cyclocross, Women Cat 3/4, Bloomington, IN,13 Oct",USA,Third Place,
615,2019,Cycling,Allison Zmuda,"BB/RR Pulaski Woods CCC #3 Cyclocross, Women Singlespeed, Bloomington, IN, 13 Oct",USA,First Place,
616,2019,Cycling,Megan Tsupros,"BB/RR Pulaski Woods CCC #3 Cyclocross, Women Singlespeed, Bloomington, IN, 13 Oct",USA,Second Place,
617,2019,Cycling,Kristen Hosey,"BB/RR Pulaski Woods CCC #3 Cyclocross, Women Singlespeed, Bloomington, IN, 13 Oct",USA,Third Place,
618,2019,Cycling,Jordan Austin,"xXx Racing-Athletico Caldwell Woods CX CCC Cyclocross, Women Cat 4/5, 29 Sept",USA,First Place,
619,2019,Cycling,Joy Franco,"Carpentersville Woodland Cyclocross, Women Cat 3/4, Carpentersville, IL, 20 October",USA,First Place,
620,2019,Cycling,Lydia Elbert,"Carpentersville Woodland Cyclocross, Women Cat 3/4, Carpentersville, IL, 20 October",USA,Second Place,
621,2019,Cycling,Jordan Austin,"Carpentersville Woodland Cyclocross, Women Cat 3/4, Carpentersville, IL, 20 October",USA,Third Place,
622,2019,Cycling,Allison Zmuda,"Carpentersville Woodland Cyclocross, Women Singlespeed, Carpentersville, IL, 20 October",USA,First Place,
623,2019,Cycling,Corrie Osborne,"Carpentersville Woodland Cyclocross, Women Singlespeed, Carpentersville, IL, 20 October",USA,Second Place,
624,2019,Cycling,Meesa Maeng,"Carpentersville Woodland Cyclocross, Women Singlespeed, Carpentersville, IL, 20 October",USA,Third Place,
625,2019,Cycling,Allison Zmuda,"Montrose Beach, Chicago Cyclocross Cup #11, Midwest Regional Cyclocross, Women's Singlespeed, Chicago, IL, 8 Dec",USA,First Place,
626,2019,Cycling,Megan Tsupros,"Montrose Beach, Chicago Cyclocross Cup #11, Midwest Regional Cyclocross, Women's Singlespeed, Chicago, IL, 8 Dec",USA,Second Place,
627,2019,Cycling,Corrie Osborne,"Montrose Beach, Chicago Cyclocross Cup #11, Midwest Regional Cyclocross, Women's Singlespeed, Chicago, IL, 8 Dec",USA,Third Place,
628,2019,Cycling,Carolyn Defoore,"Houston Grand Crit, Women P/1/2/3, 5 May",USA,First Place,
629,2019,Cycling,Clara Copponi,"36th EPZ Omloop van Borsele, 's-Heerenhoek, Netherlands, 27 April",France,Third Place,
630,2019,Cycling,Jordan Austin,"xXx Racing-Athletico Caldwell Woods CX CCC, Women Cat 4/5, Bloomington, Indiana, 29 September",USA,First Place,
631,2019,Cycling,Caitlin Hamer,"xXx Racing-Athletico Caldwell Woods CX CCC, Women Cat 4/5, Bloomington, Indiana, 29 September",USA,Second Place,
632,2019,Cycling,Dianna Reiger-Roberts,"xXx Racing-Athletico Caldwell Woods CX CCC, Women Cat 4/5, Bloomington, Indiana, 29 September",USA,Third Place,
633,2019,Cycling,Laura Alagna,"Half Acre Cycling's CX Eliminator, Women's A/B Open, Chicago, IL, 15 Sept",USA,Second Place,
634,2019,Cycling,Jennifer Mosley,"Half Acre Cycling's CX Eliminator, Women's A/B Open, Chicago, IL, 15 Sept",USA,Third Place,
635,2019,Cycling,Jordan Austin,"Hopkins Park CX, Women's Cat 3/4, Bloomingdale, IL, 6 Oct",USA,Second Place,
636,2019,Cycling,Allison Zmuda,"Hopkins Park CX, Women's Cat 3/4, Bloomingdale, IL, 6 Oct",USA,Third Place,
637,2019,Cycling,Katelin Mathers,"Grand Prix Luciano Bailey: Heiser Farm CX, Women 2/3, Dayton, OR, 28 Sept",USA,Second Place,
638,2019,Cycling,Evelyn Boling,"Grand Prix Luciano Bailey: Heiser Farm CX, Women 2/3, Dayton, OR, 28 Sept",USA,Third Place,
639,2019,Cycling,Sierra Domaille,"Cross Crusade, Cyclocross, Kruger Farm, Category 1/2 Women, Sauvie Island, OR, 17 Nov",USA,Second Place,
640,2019,Cycling,Elizabeth White,"Cross Crusade, Cyclocross, Kruger Farm, Category 1/2 Women, Sauvie Island, OR, 17 Nov",USA,Third Place,
641,2019,Cycling,Kathleen Hall,"USA Cycling Masters Track Nationals, TT Women Master 65-69, Carson, CA, 27 Aug-1 Sept",USA,Second Place,
642,2019,Disc Golf,Kerri French,"PDGA Amateur Disc Golf World Championships - Powered by Prodigy, Amateur Women's Over 40 Division, York, Pennsylvania, 23-27 July",USA,First Place,
643,2019,Disc Golf,Mila Puumala,"PDGA Amateur Disc Golf World Championships - Powered by Prodigy, Amateur Women's Over 40 Division, York, Pennsylvania, 23-27 July",Finland,Second Place,
644,2019,Disc Golf,Tamara Coburn,"PDGA Amateur Disc Golf World Championships - Powered by Prodigy, Amateur Women's Over 40 Division, York, Pennsylvania, 23-27 July",USA,Third Place,
645,2019,Powerlifting,Jennifer Aitken,"CPU Lift the Rock, Powerlifting, Women Classic 185+ Open, Victoria, British Columbia, 10 November",Canada,First Place,
646,2019,Powerlifting,Kristine Baytun,"CPU BCPA Fall Classic Powerlifting, Women Classic 185+ Open, New Westminster, British Columbia, Canada, 12 October",Canada,First Place,
647,2019,Powerlifting,Jenn Mcneil,"CPU BCPA Fall Classic Powerlifting, Women Classic 185+ Open, New Westminster, British Columbia, Canada, 12 October",Canada,Second Place,
648,2019,Track and Field,Alanna Smith,New England Regional Women's Track Championships; 200 meter,USA,Second Place,[1]
649,2019,Track and Field,Selina Soule,Qualifying Rounds for Connecticut State High School Women's Track Championships; 55 meter,USA,Would have qualified for the state championship and the New England championship,[1]
650,2019,Track and Field,Chelsea Mitchell,"CIAC Combined Class S Championships, Connecticut State High School Women's Track; 55 meter,",USA,First Place,[1]
651,2019,Track and Field,Brianna Westbury,"CIAC Combined Class S Championships, Connecticut State High School Women's Track; 55 meter,",USA,Second Place,[1]
652,2019,Track and Field,D'Jior Delisser,"CIAC Combined Class S Championships, Connecticut State High School Women's Track; 55 meter,",USA,Third Place,[1]
653,2019,Track and Field,Minna Sveard,"NCAA Division II Outdoor Track & Field Championships, Women's 400 Hurdles Finals, Kingsville, TX, 23-25 May",USA,First Place,"[1],[2],[3]"
654,2019,Track and Field,Shannon Kalawan,"NCAA Division II Outdoor Track & Field Championships, Women's 400 Hurdles Preliminaries, Kingsville, TX, 23-25 May",USA,First Place,"[1],[2],[3]"
655,2019,Track and Field,Alyssa Madden,"New England Indoor Track and Field Championships, Womens Varsity 300 Meters, Boston, MA, USA, 2 March",USA,First Place,"[1],[2]"
656,2019,Track and Field,Victoria Bossong,"New England Indoor Track and Field Championships, Womens Varsity 300 Meters, Boston, MA, USA, 2 March",USA,Second Place,"[1],[2]"
657,2019,Track and Field,Kimesha Lewis,"New England Indoor Track and Field Championships, Womens Varsity 300 Meters, Boston, MA, USA, 2 March",USA,Third Place,"[1],[2]"
658,2019,Track and Field,Samantha Forrest,"CIAC Combined State Open Championships, Womens Varsity 300 Meters, New Haven, CT, 16 February",USA,Third Place,"[1],[2]"
659,2019,Track and Field,Jada Boyd,"CIAC Combined State Open Championships, Womens Varsity 300 Meters, New Haven, CT, 16 February",USA,Second Place,"[1],[2]"
660,2019,Track and Field,Jillian Mars,"CIAC Combined State Open Championships, Womens Varsity 300 Meters, New Haven, CT, 16 February",USA,First Place,"[1],[2]"
661,2019,Track and Field,Jillian Mars,"CIAC Combined Class S Championships, Girls 300 Meter Dash Finals, New Haven, CT, USA, 7 Feb",USA,First Place,"[1],[2]"
662,2019,Track and Field,Kate Carleson,"CIAC Combined Class S Championships, Girls 300 Meter Dash Finals, New Haven, CT, USA, 7 Feb",USA,Second Place,"[1],[2]"
663,2019,Track and Field,Shante Brown,"CIAC Combined Class S Championships, Girls 300 Meter Dash Finals, New Haven, CT, USA, 7 Feb",USA,Third Place,"[1],[2],[3]"
664,2019,Track and Field,Molly Harding,"CCC Indoor TF Championship, New Haven, Girls 300 Meter Dash Finals, CT, USA, 26 January",USA,Third Place,"[1],[2]"
665,2019,Track and Field,Samantha Forrest,"CCC Indoor TF Championship, New Haven, Girls 300 Meter Dash Finals, CT, USA, 26 January",USA,Second Place,"[1],[2]"
666,2019,Track and Field,Jillian Mars,"CCC Indoor TF Championship, New Haven, Girls 300 Meter Dash Finals, CT, USA, 26 January",USA,First Place,"[1],[2]"
667,2019,Track and Field,Samantha Forrest,"37th Yale Interscholastic Track Classic, Girls 300 Meter Dash Finals, New Haven, CT, USA 11-12 January",USA,First Place,"[1],[2]"
668,2019,Track and Field,Molly Harding,"37th Yale Interscholastic Track Classic, Girls 300 Meter Dash Finals, New Haven, CT, USA 11-12 January",USA,Second Place,"[1],[2]"
669,2019,Track and Field,Carly Swierbut,"37th Yale Interscholastic Track Classic, Girls 300 Meter Dash Finals, New Haven, CT, USA 11-12 January",USA,Third Place,"[1],[2]"
670,2019,Track and Field,Jillian Mars,"URI Rhody Classic, Womens Varsity 300 Meters, Kingston, RI, USA, 5 January",USA,First Place,"[1],[2]"
671,2019,Track and Field,Kate Carleson,"URI Rhody Classic, Womens Varsity 300 Meters, Kingston, RI, USA, 5 January",USA,Second Place,"[1],[2]"
672,2019,Track and Field,Sadie Souls,"URI Rhody Classic, Womens Varsity 300 Meters, Kingston, RI, USA, 5 January",USA,Third Place,"[1],[2],[3]"
673,2019,Track and Field,Selina Soule,"CCC Indoor TF Championship, Womens Standard 55 Meter Dash, New Haven, CT, USA, 26 January",USA,Third Place,"[1],[2]"
674,2019,Track and Field,Kate Shaffer,"CCC Indoor TF Championship, Womens Standard 55 Meter Dash, New Haven, CT, USA, 26 January",USA,Second Place,"[1],[2]"
675,2019,Track and Field,Cori Richardson,"CCC Indoor TF Championship, Womens Standard 55 Meter Dash, New Haven, CT, USA, 26 January",USA,First Place,"[1],[2]"
676,2019,Track and Field,Jordan Lamarre,"East Coast Invitational, Womens Scholastic 55 Meter Dash, Providence, RI, USA, 19 January",USA,Third Place,"[1],[2]"
677,2019,Track and Field,Nyimah Ambrose,"East Coast Invitational, Womens Scholastic 55 Meter Dash, Providence, RI, USA, 19 January",USA,Second Place,"[1],[2]"
678,2019,Track and Field,Kimesha Lewis,"East Coast Invitational, Womens Scholastic 55 Meter Dash, Providence, RI, USA, 19 January",USA,First Place,"[1],[2]"
679,2019,Track and Field,Danielle Phillip,"URI Rhody Classic, Womens Varsity 55 Meter Dash, Kingston, RI, USA, 5 January",USA,Third Place,"[1],[2]"
680,2019,Track and Field,Kate Butziger,"URI Rhody Classic, Womens Varsity 55 Meter Dash, Kingston, RI, USA, 5 January",USA,Second Place,"[1],[2]"
681,2019,Track and Field,Saige Deveau,"URI Rhody Classic, Womens Varsity 55 Meter Dash, Kingston, RI, USA, 5 January",USA,First Place,"[1],[2]"
682,2019,Track and Field,Jalah Turner,"Bulkeley @ Bloomfield, Womens Varsity Long Jump, Bloomfield, CT, USA, 23 April",USA,Second Place,"[1],[2]"
683,2019,Track and Field,Aaliyahna Washington,"Bulkeley @ Bloomfield, Womens Varsity Long Jump, Bloomfield, CT, USA, 23 April",USA,Third Place,"[1],[2]"
684,2019,Track and Field,Alexis Szcymecki,"Wethersfield @ Bloomfield, Womens Varsity Long Jump, Bloomfield, CT, USA 16 April",USA,Tied for Third Place,"[1],[2]"
685,2019,Track and Field,Caitlin Nardella,"Wethersfield @ Bloomfield, Womens Varsity Long Jump, Bloomfield, CT, USA 16 April",USA,Tied for Third Place,"[1],[2]"
686,2019,Track and Field,Shenequa Campbell,"Bloomfield HS Invitational, Womens Varsity Long Jump, Bloomfield, CT, USA, 6 April",USA,First Place,"[1],[2]"
687,2019,Track and Field,Ghynaia Morgan,"Bloomfield HS Invitational, Womens Varsity Long Jump, Bloomfield, CT, USA, 6 April",USA,Second Place,"[1],[2]"
688,2019,Track and Field,Saryah Winborne,"Bloomfield HS Invitational, Womens Varsity Long Jump, Bloomfield, CT, USA, 6 April",USA,Third Place,"[1],[2]"
689,2019,Track and Field,Larada McGlashen,"Hartford Public @ Bloomfield, Womens Varsity Long Jump, Bloomfield, CT, USA, 2 April",USA,Third Place,"[1],[2]"
690,2019,Track and Field,Zaria Williams,"Hartford Public @ Bloomfield, Womens Varsity Long Jump, Bloomfield, CT, USA, 2 April",USA,Second Place,"[1],[2]"
691,2019,Track and Field,Ghynaia Morgan,"Season Opener, Womens Varsity Long Jump, Bloomfield, CT, USA, 30 March",USA,First Place,"[1],[2]"
692,2019,Track and Field,Saryah Winborne,"Season Opener, Womens Varsity Long Jump, Bloomfield, CT, USA, 30 March",USA,Second Place,"[1],[2]"
693,2019,Track and Field,Shenequa Campbell,"Season Opener, Womens Varsity Long Jump, Bloomfield, CT, USA, 30 March",USA,Third Place,"[1],[2]"
694,2019,Track and Field,Jillian Mars,"Windsor @ Bloomfield, Womens Varsity 400 Meters, Bloomfield, CT, USA, 14 May",USA,First Place,"[1],[2]"
695,2019,Track and Field,Jalah Cooper,"Windsor @ Bloomfield, Womens Varsity 400 Meters, Bloomfield, CT, USA, 14 May",USA,Second Place,"[1],[2]"
696,2019,Track and Field,Zarieh Coleman,"Windsor @ Bloomfield, Womens Varsity 400 Meters, Bloomfield, CT, USA, 14 May",USA,Third Place,"[1],[2]"
697,2019,Track and Field,Maggie Callahan,"Newington @ Bloomfield, Womens Varsity 400 Meters, Bloomfield, CT, USA",USA,First Place,"[1],[2]"
698,2019,Track and Field,Shante Brown,"Bulkeley @ Bloomfield, Womens Varsity 400 Meters, Bloomfield, CT, USA, 23 April",USA,First Place,"[1],[2]"
699,2019,Track and Field,Jahlia Banton,"Bulkeley @ Bloomfield, Womens Varsity 400 Meters, Bloomfield, CT, USA, 23 April",USA,Second Place,"[1],[2]"
700,2019,Track and Field,Jahmiha Lindo,"Bulkeley @ Bloomfield, Womens Varsity 400 Meters, Bloomfield, CT, USA, 23 April",USA,Third Place,"[1],[2]"
701,2019,Track and Field,Jahlia Banton,"Wethersfield @ Bloomfield, Womens Varsity 400 Meters, Bloomfield, CT, USA, 16 April",USA,First Place,"[1],[2]"
702,2019,Track and Field,Adriana Mantilla,"Wethersfield @ Bloomfield, Womens Varsity 400 Meters, Bloomfield, CT, USA, 16 April",USA,Second Place,"[1],[2]"
703,2019,Track and Field,Shante Brown,"Wethersfield @ Bloomfield, Womens Varsity 400 Meters, Bloomfield, CT, USA, 16 April",USA,Third Place,"[1],[2]"
704,2019,Track and Field,Jahlia Banton,"Bloomfield @ Rocky Hill, Womens Varsity 400 Meters, CT, USA, 9 April",USA,First Place,"[1],[2]"
705,2019,Track and Field,Jillian Mars,"Bloomfield @ Rocky Hill, Womens Varsity 400 Meters, CT, USA, 9 April",USA,Second Place,"[1],[2]"
706,2019,Track and Field,Lilah Devine,"Bloomfield @ Rocky Hill, Womens Varsity 400 Meters, CT, USA, 9 April",USA,Third Place,"[1],[2]"
707,2019,Track and Field,Shenequa Campbell,"Hartford Public @ Bloomfield, Womens Varsity 400 Meters, Bloomfield, CT, USA 2 April",USA,Third Place,"[1],[2]"
708,2019,Track and Field,Jahlia Banton,"Hartford Public @ Bloomfield, Womens Varsity 400 Meters, Bloomfield, CT, USA 2 April",USA,Second Place,"[1],[2]"
709,2019,Track and Field,Jadyn Gibson,"Hartford Public @ Bloomfield, Womens Varsity 400 Meters, Bloomfield, CT, USA 2 April",USA,First Place,"[1],[2],[3]"
710,2019,Track and Field,Emma Gallant,"74th New England Interscholastic Track and Field Championships, Womens Varsity 200 Meters, Saco, ME, USA 8 June",USA,Third Place,"[1],[2]"
711,2019,Track and Field,Alanna Smith,"74th New England Interscholastic Track and Field Championships, Womens Varsity 200 Meters, Saco, ME, USA 8 June",USA,Second Place,"[1],[2]"
712,2019,Track and Field,Cori Richardson,"74th New England Interscholastic Track and Field Championships, Womens Varsity 200 Meters, Saco, ME, USA 8 June",USA,First Place,"[1],[2]"
713,2019,Track and Field,Chelsea Mitchell,"CIAC Combined Class S Championship, Womens Varsity 200 Meters, New Britain, CT, USA, 30 May",USA,First Place,"[1],[2]"
714,2019,Track and Field,Jillian Mars,"CIAC Combined Class S Championship, Womens Varsity 200 Meters, New Britain, CT, USA, 30 May",USA,Second Place,"[1],[2]"
715,2019,Track and Field,Raquel Rosa,"CIAC Combined Class S Championship, Womens Varsity 200 Meters, New Britain, CT, USA, 30 May",USA,Third Place,"[1],[2]"
716,2019,Track and Field,Cori Richardson,"CIAC Combined State Open Championship, Womens Varsity 200 Meters, New Britain, CT, USA, 3 June",USA,First Place,"[1],[2]"
717,2019,Track and Field,Alanna Smith,"CIAC Combined State Open Championship, Womens Varsity 200 Meters, New Britain, CT, USA, 3 June",USA,Second Place,"[1],[2]"
718,2019,Track and Field,Chelsea Mitchell,"CIAC Combined State Open Championship, Womens Varsity 200 Meters, New Britain, CT, USA, 3 June",USA,Third Place,"[1],[2]"
